customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,clusters,RFM_Score,customer_profile
889.0,Ezequiel,Coggeshall,Male,46.0,1967-02-19,Sales Representative,Retail,Affluent Customer,N,Yes,10.0,2,7,High-Mid Value
890.0,Tony,Cordsen,Female,55.0,1974-02-01,Dental Hygienist,Health,Mass Customer,N,Yes,15.0,2,12,Low Value
891.0,Talbot,Andrioni,Male,21.0,1981-08-06,Occupational Therapist,Health,High Net Worth,N,Yes,9.0,2,7,High-Mid Value
893.0,Gibby,Fearnley,Male,97.0,1983-09-11,Geologist I,IT,Mass Customer,N,No,16.0,0,6,High-Mid Value
894.0,Catie,Kibbey,Female,13.0,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9.0,0,8,Mid Value
895.0,Juli,Curness,Female,58.0,1966-09-03,,,Mass Customer,N,Yes,12.0,0,8,Mid Value
896.0,Idell,Belderson,Female,25.0,1978-06-10,VP Sales,,Mass Customer,N,No,15.0,0,8,Mid Value
897.0,Pris,Fance,Female,25.0,1969-01-11,Account Executive,Manufacturing,Mass Customer,N,No,11.0,0,8,Mid Value
898.0,Reyna,Braizier,Female,53.0,1977-08-28,General Manager,Financial Services,Affluent Customer,N,No,16.0,0,11,Low Value
899.0,Teodora,Lawling,Female,42.0,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,12.0,0,10,Mid-Low Value
900.0,Clevey,Ivamy,Male,48.0,1990-08-07,Associate Professor,Manufacturing,Mass Customer,N,Yes,5.0,0,7,High-Mid Value
901.0,Letta,McCarter,Female,13.0,1975-04-27,,Retail,Mass Customer,N,Yes,16.0,0,9,Mid-Low Value
902.0,Selene,Vasiltsov,Female,37.0,1989-07-26,Staff Scientist,Retail,Mass Customer,N,No,18.0,0,6,High-Mid Value
903.0,Hewe,Lidgley,Male,46.0,1961-07-03,,Financial Services,Mass Customer,N,No,14.0,0,9,Mid-Low Value
904.0,Kariotta,Ludman,Female,51.0,1974-05-06,Database Administrator II,,High Net Worth,N,Yes,11.0,0,10,Mid-Low Value
905.0,Dorian,Drinkel,Female,41.0,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,N,No,12.0,0,10,Mid-Low Value
906.0,Cammy,Marcroft,Male,73.0,1998-12-30,Financial Analyst,Financial Services,High Net Worth,N,Yes,3.0,0,8,Mid Value
907.0,Eamon,McWhin,Male,51.0,1978-12-25,Sales Associate,Property,High Net Worth,N,Yes,17.0,0,10,Mid-Low Value
908.0,Carry,Tomlett,Female,86.0,1980-08-28,,Financial Services,Affluent Customer,N,Yes,17.0,0,8,Mid Value
909.0,Suzette,Surgison,Female,77.0,1960-01-04,Operator,,High Net Worth,N,Yes,8.0,0,9,Mid-Low Value
910.0,Lewes,Foulcher,Male,50.0,1986-04-26,Biostatistician I,Financial Services,Mass Customer,N,No,14.0,0,11,Low Value
911.0,Marcellus,Shawcroft,Male,62.0,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,N,No,3.0,0,9,Mid-Low Value
912.0,Vince,Dalmon,Male,37.0,1968-07-19,Sales Representative,Retail,Mass Customer,N,Yes,19.0,1,8,Mid Value
913.0,Dayle,Spearman,Female,67.0,2000-10-28,,Financial Services,Mass Customer,N,No,1.0,1,10,Mid-Low Value
914.0,Marc,Egleton,Male,73.0,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,2.0,1,11,Low Value
915.0,Austina,Orrice,Female,17.0,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7.0,1,7,High-Mid Value
916.0,Joycelin,,Female,18.0,1991-06-18,Recruiter,,Affluent Customer,N,No,8.0,1,8,Mid Value
917.0,Odo,MacKaig,Male,63.0,1964-05-06,VP Product Management,Financial Services,Mass Customer,N,No,19.0,0,4,High Value
918.0,Mahmud,Chiles,Male,73.0,1975-02-26,Internal Auditor,Health,High Net Worth,N,No,13.0,0,8,Mid Value
919.0,Grove,Peltzer,Male,48.0,1987-07-17,Registered Nurse,Health,Mass Customer,N,Yes,13.0,0,9,Mid-Low Value
920.0,Stefano,Thornborrow,Male,89.0,1976-01-19,Software Test Engineer IV,Health,Mass Customer,N,Yes,19.0,0,10,Mid-Low Value
921.0,Gretchen,Seneschal,Female,77.0,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,N,No,7.0,0,8,Mid Value
922.0,Bekki,Ralston,Female,52.0,1972-10-10,Operator,Financial Services,Mass Customer,N,No,19.0,0,12,Low Value
923.0,Garrek,Grimwade,Male,44.0,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,No,19.0,0,8,Mid Value
924.0,Clementius,Hambric,Male,33.0,1976-11-08,Computer Systems Analyst II,,Affluent Customer,N,No,13.0,0,7,High-Mid Value
925.0,Nicko,Pembridge,Male,42.0,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,N,No,16.0,0,4,High Value
926.0,Terrel,Matthisson,Male,18.0,1965-10-14,Professor,Telecommunications,Affluent Customer,N,No,10.0,0,6,High-Mid Value
927.0,Jarret,,Male,25.0,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,Yes,18.0,2,9,Mid-Low Value
928.0,Porty,Clemmitt,Male,61.0,1973-05-14,Associate Professor,,High Net Worth,N,Yes,18.0,2,8,Mid Value
929.0,Kippy,Conerding,Male,0.0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,N,Yes,13.0,2,7,High-Mid Value
930.0,Evelina,Dinan,Female,86.0,1971-11-10,Executive Secretary,Retail,Mass Customer,N,Yes,8.0,2,7,High-Mid Value
931.0,Katrina,Sappson,Female,59.0,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1.0,2,9,Mid-Low Value
932.0,Yoko,Dowrey,Female,30.0,1989-07-20,Graphic Designer,,Mass Customer,N,No,18.0,2,8,Mid Value
933.0,Melany,L'oiseau,Female,75.0,1996-05-19,Help Desk Operator,Retail,Mass Customer,N,Yes,5.0,2,6,High-Mid Value
934.0,Marcellus,Louisot,Male,76.0,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,N,No,6.0,2,6,High-Mid Value
935.0,Aldin,Cracker,Male,76.0,1994-09-12,Marketing Manager,,Mass Customer,N,Yes,3.0,2,6,High-Mid Value
936.0,Raffaello,Godleman,Male,64.0,1988-05-16,Speech Pathologist,Health,High Net Worth,N,No,3.0,2,4,High Value
937.0,Nikolos,McKyrrelly,Male,65.0,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15.0,1,7,High-Mid Value
938.0,Corabelle,,Female,18.0,1996-04-06,Technical Writer,Retail,Mass Customer,N,No,7.0,1,6,High-Mid Value
939.0,Cristian,Theodoris,Male,53.0,1961-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,6.0,1,9,Mid-Low Value
940.0,Marnia,Claesens,Female,3.0,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,N,No,9.0,1,10,Mid-Low Value
941.0,Tye,Doohan,Male,13.0,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1.0,2,4,High Value
942.0,Shirley,Brook,Female,31.0,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,Yes,14.0,2,11,Low Value
943.0,Holly,Gamett,Male,94.0,1979-09-17,Legal Assistant,Property,Affluent Customer,N,Yes,15.0,2,9,Mid-Low Value
944.0,Anderea,Dallewater,Female,53.0,1976-01-12,,Manufacturing,Mass Customer,N,No,15.0,2,12,Low Value
945.0,Hebert,Bernocchi,Male,59.0,1998-08-26,Human Resources Manager,,High Net Worth,N,Yes,1.0,2,5,High-Mid Value
946.0,Bettina,Farrer,Female,16.0,1961-07-17,Research Associate,Manufacturing,High Net Worth,N,No,12.0,2,5,High-Mid Value
947.0,Hyacinth,Naldrett,Female,43.0,1986-03-10,Pharmacist,Health,Mass Customer,N,No,10.0,2,10,Mid-Low Value
948.0,Yardley,Argo,Male,19.0,1969-08-09,Recruiting Manager,,Affluent Customer,N,No,10.0,2,10,Mid-Low Value
949.0,Jarid,Grebner,Male,18.0,1975-09-07,Executive Secretary,Health,Mass Customer,N,Yes,3.0,2,7,High-Mid Value
951.0,Meryl,Dumbar,Male,44.0,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,1.0,2,7,High-Mid Value
952.0,Marina,Andresen,Female,34.0,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,Yes,6.0,2,7,High-Mid Value
953.0,Jasmin,Brodeur,Female,16.0,1979-05-23,,,Mass Customer,N,No,7.0,2,6,High-Mid Value
954.0,Alain,Immins,Male,76.0,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7.0,2,10,Mid-Low Value
955.0,Teresina,Gibbie,Female,78.0,1989-10-01,Research Nurse,Health,Mass Customer,N,Yes,9.0,2,9,Mid-Low Value
956.0,Ezechiel,Pettecrew,Male,19.0,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9.0,2,9,Mid-Low Value
957.0,Jamima,Gannan,Female,80.0,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,0,6,High-Mid Value
958.0,Kristofor,Saulter,Male,15.0,1964-01-14,Biostatistician IV,Health,High Net Worth,N,No,18.0,0,8,Mid Value
959.0,Katharina,Jennins,Female,3.0,1986-10-26,Staff Scientist,,Affluent Customer,N,Yes,21.0,0,9,Mid-Low Value
960.0,Lannie,Crumley,Male,1.0,1968-10-10,GIS Technical Architect,Health,Mass Customer,N,Yes,12.0,0,9,Mid-Low Value
961.0,Rosamund,Shelton,Female,73.0,1986-08-10,Assistant Manager,Financial Services,Mass Customer,N,No,6.0,0,8,Mid Value
962.0,Granger,Tuftin,Male,49.0,1977-09-07,VP Product Management,,High Net Worth,N,Yes,17.0,0,6,High-Mid Value
963.0,Valery,Haresign,Female,56.0,1968-07-28,Budget/Accounting Analyst I,,High Net Worth,N,Yes,16.0,0,7,High-Mid Value
964.0,Rhetta,Grellier,Female,35.0,1994-01-24,Assistant Professor,Financial Services,High Net Worth,N,No,6.0,0,9,Mid-Low Value
965.0,Meggie,Whitchurch,Female,86.0,1997-06-18,Structural Engineer,Retail,High Net Worth,N,Yes,5.0,0,7,High-Mid Value
966.0,Krystyna,Linning,Female,70.0,1978-11-05,Speech Pathologist,Retail,High Net Worth,N,Yes,5.0,0,8,Mid Value
967.0,April,Causon,Female,44.0,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1.0,0,9,Mid-Low Value
968.0,Wayne,Woodfin,Male,96.0,1955-06-16,Accountant IV,IT,High Net Worth,N,Yes,16.0,0,7,High-Mid Value
969.0,Jo,Mallinar,Female,20.0,1978-09-19,Health Coach IV,Health,High Net Worth,N,Yes,18.0,0,6,High-Mid Value
970.0,Kellyann,Hawton,Female,2.0,1980-06-26,VP Accounting,Financial Services,High Net Worth,N,Yes,14.0,0,9,Mid-Low Value
971.0,Sarge,Lerohan,Male,11.0,1988-10-25,Geologist I,Manufacturing,High Net Worth,N,No,22.0,0,7,High-Mid Value
972.0,Dena,Crewdson,Female,81.0,1981-07-23,Project Manager,Retail,Mass Customer,N,Yes,10.0,0,11,Low Value
973.0,Annabella,Hebron,Female,46.0,1979-08-02,Data Coordiator,Health,High Net Worth,N,No,15.0,0,5,High-Mid Value
974.0,Mellicent,Dollin,Female,92.0,1991-06-07,Administrative Assistant IV,,Mass Customer,N,Yes,4.0,0,7,High-Mid Value
976.0,Andonis,Slimmon,Male,10.0,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,N,No,10.0,0,7,High-Mid Value
977.0,Olga,Dyke,Female,65.0,1959-11-30,Staff Accountant III,,High Net Worth,N,Yes,13.0,0,9,Mid-Low Value
978.0,Erena,Escalero,Female,40.0,1982-01-31,Nurse Practicioner,,High Net Worth,N,No,15.0,0,11,Low Value
979.0,Kayla,Falkingham,Female,42.0,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12.0,1,6,High-Mid Value
980.0,Max,Gronaver,Female,19.0,1978-01-23,Registered Nurse,Health,Mass Customer,N,No,8.0,1,9,Mid-Low Value
981.0,Bud,Smittoune,Male,0.0,1973-02-19,,Retail,Mass Customer,N,No,11.0,1,8,Mid Value
982.0,Tibold,Bonwell,Male,14.0,1960-02-12,Geologist III,Health,High Net Worth,N,Yes,6.0,1,9,Mid-Low Value
984.0,Luciano,Weddup,Male,89.0,1954-03-25,Programmer I,Manufacturing,Affluent Customer,N,No,16.0,0,9,Mid-Low Value
985.0,Aryn,O'Halloran,Female,29.0,1970-09-30,Help Desk Operator,Retail,High Net Worth,N,No,15.0,0,6,High-Mid Value
986.0,Barnard,Stranks,Male,3.0,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8.0,0,7,High-Mid Value
987.0,Lars,Keher,Male,89.0,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11.0,0,4,High Value
988.0,Andree,Simonato,Female,35.0,1981-01-15,Director of Sales,Manufacturing,High Net Worth,N,No,7.0,0,10,Mid-Low Value
989.0,Caralie,Morfett,Female,43.0,1982-05-24,Project Manager,Financial Services,Mass Customer,N,No,17.0,0,8,Mid Value
990.0,Melissa,Purple,Female,56.0,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14.0,0,5,High-Mid Value
991.0,Lenna,Coales,Female,11.0,1991-11-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,10.0,0,10,Mid-Low Value
992.0,Cordelia,Hawkeswood,Female,6.0,1958-11-25,,Property,Mass Customer,N,Yes,8.0,0,10,Mid-Low Value
993.0,Reine,Semken,Female,71.0,1977-02-18,Account Coordinator,Argiculture,High Net Worth,N,No,17.0,0,5,High-Mid Value
994.0,Rhetta,Kupker,Female,62.0,1977-11-14,Librarian,Entertainment,Affluent Customer,N,Yes,5.0,0,10,Mid-Low Value
995.0,Urbano,Mews,Male,16.0,1965-11-12,Information Systems Manager,Health,Mass Customer,N,Yes,19.0,0,4,High Value
997.0,Ambros,Kernes,Male,30.0,1981-07-03,Teacher,Telecommunications,Mass Customer,N,Yes,13.0,0,7,High-Mid Value
998.0,Petunia,Dufton,Female,66.0,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5.0,0,12,Low Value
999.0,Dido,Leyburn,Female,12.0,1988-04-10,Recruiting Manager,,High Net Worth,N,No,4.0,1,8,Mid Value
1000.0,Paulie,Castelot,Female,44.0,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,No,11.0,1,6,High-Mid Value
1001.0,Finley,Vost,Male,63.0,1979-08-27,Recruiter,Retail,Mass Customer,N,No,14.0,1,7,High-Mid Value
1002.0,Pacorro,De Clairmont,Male,65.0,1978-08-30,Business Systems Development Analyst,,Mass Customer,N,Yes,18.0,1,10,Mid-Low Value
1003.0,Mariann,O'Geaney,Female,35.0,1968-02-03,Paralegal,Financial Services,High Net Worth,N,No,18.0,1,8,Mid Value
1004.0,Colas,Pumfrett,Male,35.0,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,N,No,22.0,1,7,High-Mid Value
1005.0,Kalila,Birtwistle,Female,94.0,1967-09-15,Design Engineer,IT,High Net Worth,N,Yes,8.0,2,9,Mid-Low Value
1006.0,Norbert,Gotcher,Male,15.0,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19.0,2,8,Mid Value
1007.0,Cord,Warriner,Male,58.0,1996-06-08,,Retail,Mass Customer,N,No,5.0,2,7,High-Mid Value
1008.0,Lorry,Booley,Female,47.0,1975-11-10,Teacher,,Mass Customer,N,No,21.0,2,8,Mid Value
1009.0,Nolie,Orring,Female,16.0,1957-05-09,Research Associate,Manufacturing,High Net Worth,N,Yes,13.0,2,10,Mid-Low Value
1010.0,Leighton,Ebbles,Male,24.0,1963-01-26,Nurse,Financial Services,Affluent Customer,N,No,17.0,2,10,Mid-Low Value
1011.0,Cymbre,Janos,Female,42.0,1985-07-19,Occupational Therapist,Health,High Net Worth,N,Yes,10.0,2,10,Mid-Low Value
1012.0,Anna-diane,Preddle,Female,20.0,1955-05-20,Software Test Engineer III,,High Net Worth,N,Yes,11.0,2,6,High-Mid Value
1013.0,Corissa,Zienkiewicz,Female,53.0,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,N,No,17.0,2,8,Mid Value
1014.0,Miller,Faloon,Male,60.0,1960-10-14,Senior Developer,Property,Mass Customer,N,Yes,8.0,0,5,High-Mid Value
1015.0,Toiboid,Sorrel,Male,7.0,1955-04-01,Web Developer I,Health,Mass Customer,N,No,17.0,0,10,Mid-Low Value
1016.0,Adrian,Prettyjohns,Male,0.0,1959-08-12,Legal Assistant,IT,Mass Customer,N,Yes,17.0,0,10,Mid-Low Value
1017.0,Jacquenette,Pluthero,Female,88.0,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,N,No,16.0,0,10,Mid-Low Value
1018.0,Matthiew,Ferreras,Male,1.0,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7.0,0,8,Mid Value
1019.0,Ignazio,Milby,Male,42.0,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,0,9,Mid-Low Value
1020.0,Natala,Thorndale,Female,29.0,1975-11-10,,IT,Affluent Customer,N,No,13.0,0,11,Low Value
1021.0,Elvis,Rixon,Male,16.0,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7.0,0,6,High-Mid Value
1022.0,Suzann,Wilks,Female,56.0,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14.0,0,7,High-Mid Value
1023.0,Iseabal,Fullbrook,Female,16.0,1991-07-23,,Financial Services,Affluent Customer,N,Yes,6.0,1,10,Mid-Low Value
1024.0,Rhodia,D'Onise,Female,17.0,1992-06-05,Social Worker,Health,High Net Worth,N,Yes,2.0,1,7,High-Mid Value
1025.0,Ario,Jeromson,Male,69.0,1997-07-30,Quality Engineer,IT,Mass Customer,N,Yes,5.0,1,10,Mid-Low Value
1026.0,Vernon,Hakking,Male,66.0,1994-07-29,,Financial Services,Affluent Customer,N,No,4.0,1,7,High-Mid Value
1027.0,Rolando,Sherewood,Male,33.0,1966-10-07,Statistician I,Financial Services,Affluent Customer,N,No,18.0,1,7,High-Mid Value
1028.0,Thorn,Torfin,Male,10.0,1999-08-11,Project Manager,,High Net Worth,N,No,1.0,1,6,High-Mid Value
1029.0,Forbes,Londors,Male,71.0,1997-02-15,VP Sales,,Mass Customer,N,No,4.0,0,5,High-Mid Value
1030.0,Nariko,Dummigan,Female,9.0,1962-05-05,Food Chemist,Health,Mass Customer,N,No,5.0,0,9,Mid-Low Value
1031.0,Roi,Ogden,Male,75.0,1983-09-15,Junior Executive,Manufacturing,Mass Customer,N,No,6.0,0,8,Mid Value
1032.0,Maribelle,Werndly,Female,36.0,1978-07-18,Executive Secretary,,Mass Customer,N,Yes,18.0,0,7,High-Mid Value
1033.0,Jacob,Claringbold,Male,70.0,1995-01-06,,,Affluent Customer,N,Yes,3.0,0,6,High-Mid Value
1034.0,Denney,Cretney,Male,16.0,1976-05-12,,,High Net Worth,N,Yes,3.0,0,12,Low Value
1035.0,Kara-lynn,Doddridge,Female,77.0,1976-11-02,Operator,Retail,Affluent Customer,N,Yes,5.0,0,6,High-Mid Value
1036.0,Randene,Ingle,Female,6.0,1969-11-28,Paralegal,Financial Services,Mass Customer,N,Yes,12.0,0,7,High-Mid Value
1037.0,Sissie,Rielly,Female,95.0,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10.0,0,9,Mid-Low Value
1039.0,Nona,Diamant,Female,24.0,1975-03-14,,,High Net Worth,N,Yes,15.0,0,5,High-Mid Value
1040.0,Jacenta,Wedlock,Female,78.0,1975-03-04,Food Chemist,Health,High Net Worth,N,No,9.0,0,9,Mid-Low Value
1041.0,Free,Bonniface,Male,95.0,1959-05-25,,Property,Affluent Customer,N,No,15.0,0,10,Mid-Low Value
1042.0,Isacco,Woodwind,Male,0.0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11.0,0,6,High-Mid Value
1043.0,Giorgi,Hurford,Male,34.0,1986-10-20,Sales Associate,Financial Services,Mass Customer,N,Yes,16.0,0,9,Mid-Low Value
1045.0,Aeriel,Everest,Female,88.0,1986-05-08,,Financial Services,Mass Customer,N,Yes,19.0,0,10,Mid-Low Value
1046.0,Shir,Clevely,Female,0.0,1955-07-23,Budget/Accounting Analyst II,,Affluent Customer,N,No,11.0,1,10,Mid-Low Value
1047.0,Standford,Tanswill,Male,39.0,1978-09-03,VP Accounting,Financial Services,Affluent Customer,N,No,11.0,1,9,Mid-Low Value
1048.0,Braden,Lamming,Male,99.0,1976-06-08,Internal Auditor,,Affluent Customer,N,No,15.0,1,11,Low Value
1049.0,Fraser,Gaenor,Male,35.0,1996-03-02,Software Consultant,Property,Mass Customer,N,No,2.0,1,7,High-Mid Value
1050.0,Marjie,Ghion,Female,7.0,1973-07-29,Software Consultant,Telecommunications,Mass Customer,N,Yes,15.0,1,6,High-Mid Value
1051.0,Xylia,Lange,Female,34.0,1977-09-29,Help Desk Technician,Property,High Net Worth,N,Yes,14.0,1,12,Low Value
1052.0,Dela,Flannigan,Female,31.0,1986-02-02,Junior Executive,Financial Services,High Net Worth,N,No,3.0,2,6,High-Mid Value
1053.0,Davon,Stanyland,Male,98.0,1962-05-20,,Manufacturing,Mass Customer,N,Yes,8.0,2,11,Low Value
1054.0,Natal,Matiewe,Male,27.0,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13.0,2,8,Mid Value
1055.0,Danell,Rose,Female,30.0,1988-06-08,Data Coordiator,Manufacturing,Mass Customer,N,No,12.0,2,9,Mid-Low Value
1056.0,Kendricks,Markel,Male,96.0,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6.0,2,5,High-Mid Value
1057.0,Laryssa,Durdle,Female,73.0,1969-04-06,Registered Nurse,Health,Mass Customer,N,No,5.0,2,7,High-Mid Value
1058.0,Gretel,Gionettitti,Female,37.0,1987-10-24,Research Assistant IV,Retail,Affluent Customer,N,Yes,4.0,2,11,Low Value
1059.0,Chantal,Plante,Female,68.0,1968-02-16,Account Representative III,Entertainment,High Net Worth,N,Yes,6.0,2,10,Mid-Low Value
1060.0,Vanda,Boadby,Female,88.0,1961-11-23,Associate Professor,Argiculture,Affluent Customer,N,Yes,13.0,2,10,Mid-Low Value
1061.0,Anderson,,Male,34.0,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,N,No,19.0,2,7,High-Mid Value
1062.0,Tish,Mowett,Female,32.0,1975-09-28,Junior Executive,,Mass Customer,N,No,14.0,2,5,High-Mid Value
1063.0,Terrence,Geck,Male,22.0,1987-03-01,Actuary,Financial Services,Affluent Customer,N,Yes,13.0,2,9,Mid-Low Value
1064.0,Thornie,Andrusov,Male,3.0,1977-06-13,Librarian,Entertainment,Affluent Customer,N,Yes,8.0,2,11,Low Value
1065.0,Chilton,Ghirigori,Male,8.0,1962-06-27,Quality Engineer,Financial Services,Mass Customer,N,Yes,8.0,2,9,Mid-Low Value
1066.0,Hailey,Ricciardi,Male,45.0,1995-10-06,Recruiter,Telecommunications,High Net Worth,N,No,12.0,2,11,Low Value
1067.0,Berri,Cotillard,Female,13.0,1965-05-17,Engineer IV,Financial Services,Mass Customer,N,Yes,13.0,2,11,Low Value
1068.0,Frazer,Searston,Male,5.0,1995-03-21,,Health,Mass Customer,N,Yes,3.0,2,3,High Value
1069.0,Reese,Titterington,Male,85.0,1976-04-15,Web Designer I,Telecommunications,Mass Customer,N,No,15.0,2,11,Low Value
1070.0,Albert,Gomery,Male,5.0,1995-06-04,Account Representative IV,,Mass Customer,N,No,1.0,2,5,High-Mid Value
1071.0,Chrisy,Miranda,Male,68.0,1986-12-29,,Retail,High Net Worth,N,No,1.0,0,7,High-Mid Value
1072.0,Curt,Petrello,Male,60.0,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,0,11,Low Value
1073.0,Elbertina,Donne,Female,77.0,1980-02-25,Associate Professor,,Affluent Customer,N,Yes,7.0,0,8,Mid Value
1074.0,Griswold,Juett,Male,43.0,1974-07-14,Accounting Assistant IV,,High Net Worth,N,Yes,18.0,0,6,High-Mid Value
1075.0,Cullin,Elcoate,Male,26.0,1967-07-25,Administrative Officer,Manufacturing,High Net Worth,N,No,7.0,0,8,Mid Value
1076.0,Siegfried,Trattles,Male,33.0,2000-06-06,Pharmacist,Health,Affluent Customer,N,No,2.0,0,3,High Value
1077.0,Sheba,Este,Female,8.0,1955-10-11,,Telecommunications,Mass Customer,N,Yes,18.0,0,7,High-Mid Value
1078.0,Abe,Pilley,Male,69.0,1976-06-05,Executive Secretary,Manufacturing,Mass Customer,N,No,20.0,0,8,Mid Value
1079.0,Dennie,L' Anglois,Male,70.0,1978-01-03,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18.0,0,6,High-Mid Value
1080.0,Monah,Talbot,Female,70.0,1999-12-26,Speech Pathologist,Property,Mass Customer,N,Yes,2.0,0,10,Mid-Low Value
1081.0,Marga,Cradduck,Female,25.0,1985-10-21,Social Worker,Health,Mass Customer,N,No,16.0,0,6,High-Mid Value
1083.0,Chadd,Fowlds,Male,46.0,1996-08-07,VP Product Management,,Affluent Customer,N,No,1.0,0,9,Mid-Low Value
1084.0,Serena,Jagson,Female,54.0,1994-05-18,Accounting Assistant I,Retail,Affluent Customer,N,No,8.0,0,5,High-Mid Value
1085.0,Lucho,Strafen,Male,4.0,1975-09-12,Internal Auditor,Health,Mass Customer,N,No,8.0,2,8,Mid Value
1086.0,Ezechiel,Parnall,Male,84.0,1989-06-21,Statistician IV,Property,Mass Customer,N,Yes,4.0,2,5,High-Mid Value
1087.0,Lian,Madrell,Female,39.0,1979-09-18,Financial Analyst,Financial Services,Mass Customer,N,Yes,8.0,2,7,High-Mid Value
1088.0,Andy,Polgreen,Female,19.0,1989-07-21,Design Engineer,,High Net Worth,N,Yes,3.0,2,4,High Value
1089.0,Korney,Hess,Female,90.0,1988-09-17,Product Engineer,Property,Affluent Customer,N,No,12.0,2,11,Low Value
1090.0,Lorettalorna,,Female,15.0,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17.0,2,11,Low Value
1091.0,Keith,Housden,Male,19.0,1980-04-15,,Health,Mass Customer,N,No,15.0,2,6,High-Mid Value
1093.0,Clarita,Penright,Female,63.0,1996-09-13,Business Systems Development Analyst,,Affluent Customer,N,No,5.0,2,6,High-Mid Value
1094.0,Shaughn,Salters,Male,48.0,1975-12-27,Dental Hygienist,Health,High Net Worth,N,No,19.0,2,6,High-Mid Value
1095.0,Emelda,Gerler,Female,2.0,1958-08-29,Project Manager,Health,Mass Customer,N,No,6.0,2,6,High-Mid Value
1096.0,Jakie,Mungham,Male,33.0,1969-11-29,Software Test Engineer I,Health,High Net Worth,N,No,14.0,2,9,Mid-Low Value
1097.0,Gwenora,Grabbam,Female,71.0,1968-01-31,Engineer II,Financial Services,Mass Customer,N,Yes,18.0,0,10,Mid-Low Value
1098.0,Maure,Crow,Female,99.0,1989-02-01,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12.0,0,4,High Value
1099.0,Jarrett,Maffia,Male,12.0,1975-01-13,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11.0,0,12,Low Value
1100.0,Cord,Braundt,Male,59.0,1983-01-02,Engineer I,Manufacturing,Mass Customer,N,No,15.0,0,9,Mid-Low Value
1101.0,Haily,McWilliams,Female,76.0,1968-12-22,Senior Editor,,Mass Customer,N,No,15.0,0,7,High-Mid Value
